"first_name","last_name","city","country","total_films_rented","top_film_category","top_film_category_count"
"Gary","Coy","Yuzhou","China","2","Drama","2"
"Daniel","Cabral","Ibirit","Brazil","2","Children","2"
"Danielle","Daniels","Hidalgo","Mexico","2","Travel","2"
"Terrance","Roush","Szkesfehrvr","Hungary","2","New","2"
"April","Burns","Dundee","United Kingdom","2","Classics","2"
"Eduardo","Hiatt","Jining","China","2","Horror","2"
"Daniel","Cabral","Ibirit","Brazil","2","Music","2"
"Tonya","Chapman","Bhilwara","India","2","Foreign","2"
"Nicholas","Barfield","Belm","Brazil","2","Comedy","2"
"Floyd","Gandy","Zapopan","Mexico","2","Comedy","2"
"Joann","Gardner","Tarsus","Turkey","2","Children","2"
"Carrie","Porter","Liaocheng","China","2","Documentary","2"
"Jeremy","Hurtado","Vitria de Santo Anto","Brazil","2","Children","2"
"Seth","Hannon","al-Manama","Bahrain","2","Travel","2"
"Alex","Gresham","Uruapan","Mexico","2","Foreign","2"
"Mildred","Bailey","Jaipur","India","2","Games","2"
"Jimmy","Schrader","Atinsk","Russian Federation","2","Games","2"
"Dustin","Gillette","Emmen","Netherlands","2","Horror","2"
"Matthew","Mahan","Cuautla","Mexico","2","Sci-Fi","2"
"Courtney","Day","Uijongbu","South Korea","2","Games","2"
"Steve","Mackenzie","Probolinggo","Indonesia","2","Classics","2"
"Tiffany","Jordan","Enshi","China","2","Games","2"
"Ron","Deluca","Isesaki","Japan","2","Comedy","2"
"Jerome","Kenyon","Rancagua","Chile","2","Horror","2"
"Eva","Ramos","Clarksville","United States","2","Family","2"
"Tim","Cary","Bijapur","India","2","Drama","2"
"Sherry","Marshall","Shubra al-Khayma","Egypt","2","Drama","2"
"Miguel","Betancourt","Erlangen","Germany","2","Family","2"
"Annie","Russell","Tete","Mozambique","2","Travel","2"
"Marshall","Thorn","Southampton","United Kingdom","2","New","2"
"Ann","Evans","Niznekamsk","Russian Federation","2","Action","2"
"Ella","Oliver","Aden","Yemen","2","Horror","2"
"Lester","Kraus","Kanchrapara","India","2","Horror","2"
"Sara","Perry","Atlixco","Mexico","2","Documentary","2"
"Harvey","Guajardo","Vinh","Vietnam","2","Travel","2"
"Cheryl","Murphy","Mysore","India","2","Sports","2"
"Jamie","Waugh","Kuwana","Japan","2","Music","2"
"Allison","Stanley","Phnom Penh","Cambodia","2","Travel","2"
"Jessie","Banks","Stara Zagora","Bulgaria","2","Music","2"
"Maria","Miller","Kragujevac","Yugoslavia","2","Action","2"
"Terrence","Gunderson","Jinzhou","China","2","Foreign","2"
"Albert","Crouse","Bamenda","Cameroon","2","Sports","2"
"Christopher","Greco","Brescia","Italy","2","Music","2"
"Mike","Way","Valparai","India","2","Music","2"
"Dale","Ratcliff","Rustenburg","South Africa","2","Drama","2"
"Rita","Graham","Toulon","France","2","New","2"
"Marion","Snyder","Santa Brbara dOeste","Brazil","2","Classics","2"
"Eddie","Tomlin","Ozamis","Philippines","2","Classics","2"
"Keith","Rico","Bratislava","Slovakia","2","Sports","2"
"Gwendolyn","May","Higashiosaka","Japan","2","Drama","2"
"Byron","Box","Zhezqazghan","Kazakstan","2","Sports","2"
"Thelma","Murray","Lima","Peru","2","Foreign","2"
"Ronnie","Ricketts","Ziguinchor","Senegal","2","Music","2"
"Charles","Kowalski","Sungai Petani","Malaysia","2","Children","2"
"Erik","Guillen","Bhimavaram","India","2","Children","2"
"Freddie","Duggan","Sullana","Peru","2","Travel","2"
"Leonard","Schofield","Tandil","Argentina","2","Classics","2"
"Christopher","Greco","Brescia","Italy","2","Games","2"
"Kathleen","Adams","Arak","Iran","2","Foreign","2"
"Earl","Shanks","Iwatsuki","Japan","2","Foreign","2"
"Darrell","Power","Halifax","Canada","2","Documentary","2"
"Jason","Morrissey","Baha Blanca","Argentina","2","Comedy","2"
"Denise","Kelly","Rio Claro","Brazil","2","Horror","2"
"Terry","Carlson","Miyakonojo","Japan","2","Games","2"
"Curtis","Irby","Richmond Hill","Canada","2","Animation","2"
"Warren","Sherrod","Usolje-Sibirskoje","Russian Federation","2","Comedy","2"
"Lloyd","Dowd","Tegal","Indonesia","2","Classics","2"
"Julie","Sanchez","A Corua (La Corua)","Spain","2","Horror","2"
"Laurie","Lawrence","Firozabad","India","2","Family","2"
"Jonathan","Scarborough","Pachuca de Soto","Mexico","2","New","2"
"Arthur","Simpkins","Maikop","Russian Federation","2","Comedy","2"
"April","Burns","Dundee","United Kingdom","2","Foreign","2"
"Arlene","Harvey","Ambattur","India","2","New","2"
"Priscilla","Lowe","Salamanca","Mexico","2","Sports","2"
"Lance","Pemberton","Beni-Mellal","Morocco","2","Horror","2"
"Carrie","Porter","Liaocheng","China","2","Animation","2"
"Charles","Kowalski","Sungai Petani","Malaysia","2","Foreign","2"
"Tina","Simmons","Goinia","Brazil","2","Animation","2"
"Diana","Alexander","Augusta-Richmond County","United States","2","Sports","2"
"Bradley","Motley","Purnea (Purnia)","India","2","Classics","2"
"Ronnie","Ricketts","Ziguinchor","Senegal","2","Family","2"
"Clinton","Buford","Aurora","United States","2","Comedy","2"
"Rick","Mattox","Mit Ghamr","Egypt","2","Drama","2"
"Roy","Whiting","Nyeri","Kenya","2","Music","2"
"Jessie","Banks","Stara Zagora","Bulgaria","2","Travel","2"
"Barbara","Jones","Myingyan","Myanmar","2","Drama","2"
"Wanda","Patterson","Sincelejo","Colombia","2","Music","2"
"Francisco","Skidmore","So Leopoldo","Brazil","2","Action","2"
"Veronica","Stone","Greensboro","United States","2","Comedy","2"
"Felix","Gaffney","Vilnius","Lithuania","2","Documentary","2"
"Anne","Powell","Bradford","United Kingdom","2","Documentary","2"
"Harold","Martino","Boa Vista","Brazil","2","Foreign","2"
"Herbert","Kruger","Syktyvkar","Russian Federation","2","Classics","2"
"Marjorie","Tucker","Jastrzebie-Zdrj","Poland","2","Foreign","2"
"Daryl","Larue","Mosul","Iraq","2","Family","2"
"Marc","Outlaw","Brindisi","Italy","2","Horror","2"
"Joseph","Joy","Angra dos Reis","Brazil","2","Sports","2"
"Cory","Meehan","Mogiljov","Belarus","2","Classics","2"
"Adam","Gooch","Adoni","India","2","Classics","2"
"George","Linton","Sorocaba","Brazil","2","Foreign","2"
"Chester","Benner","Suihua","China","2","Foreign","2"
"Jennie","Terry","Olomouc","Czech Republic","2","Travel","2"
"Esther","Crawford","Botshabelo","South Africa","2","Comedy","2"
"Debra","Nelson","Vila Velha","Brazil","2","Sci-Fi","2"
"Beth","Franklin","Haiphong","Vietnam","2","Games","2"
"Raymond","Mcwhorter","Sumqayit","Azerbaijan","2","Children","2"
"Edna","West","Klerksdorp","South Africa","2","Family","2"
"Wayne","Truong","Gulbarga","India","2","Children","2"
"Brent","Harkins","Sultanbeyli","Turkey","2","Drama","2"
"Phyllis","Foster","Zalantun","China","2","Games","2"
"Nicholas","Barfield","Belm","Brazil","2","Documentary","2"
"June","Carroll","Skikda","Algeria","2","Family","2"
"Gladys","Hamilton","Ilorin","Nigeria","2","Comedy","2"
"Annette","Olson","Allappuzha (Alleppey)","India","2","Action","2"
"Bertha","Ferguson","Ondo","Nigeria","2","Travel","2"
"Bobby","Boudreau","South Hill","Anguilla","2","Classics","2"
"Bruce","Schwarz","Okinawa","Japan","2","Children","2"
"Max","Pitt","Novi Sad","Yugoslavia","2","Foreign","2"
"Linda","Williams","Athenai","Greece","2","Games","2"
"Jesse","Schilling","Lubumbashi","Congo, The Democratic Republic of the","2","Sci-Fi","2"
"Rose","Howard","Cayenne","French Guiana","2","Foreign","2"
"Katherine","Rivera","Basel","Switzerland","2","Sports","2"
"Lucy","Wheeler","Balurghat","India","2","Sci-Fi","2"
"Albert","Crouse","Bamenda","Cameroon","2","Games","2"
"Glen","Talbert","Acua","Mexico","2","Action","2"
"Gladys","Hamilton","Ilorin","Nigeria","2","Travel","2"
"Greg","Robins","Nam Dinh","Vietnam","2","Drama","2"
"Derek","Blakely","Gingoog","Philippines","2","Comedy","2"
"Darren","Windham","Livorno","Italy","2","Horror","2"
"Hazel","Warren","Hohhot","China","2","Music","2"
"Francisco","Skidmore","So Leopoldo","Brazil","2","Drama","2"
"Roberto","Vu","Yinchuan","China","2","Animation","2"
"Vickie","Brewer","Halle/Saale","Germany","2","Horror","2"
"Tommy","Collazo","Qomsheh","Iran","2","Sci-Fi","2"
"Martha","Gonzalez","Chisinau","Moldova","2","Documentary","2"
"Rhonda","Kennedy","Apeldoorn","Netherlands","2","Action","2"
"Beatrice","Arnold","Udaipur","India","2","Games","2"
"Marie","Turner","Lipetsk","Russian Federation","2","Music","2"
"Elsie","Kelley","Ikerre","Nigeria","2","Children","2"
"Aaron","Selby","Mwene-Ditu","Congo, The Democratic Republic of the","2","Action","2"
"Dana","Hart","Kirovo-Tepetsk","Russian Federation","2","Foreign","2"
"Ramona","Hale","Patiala","India","2","Animation","2"
"Jennifer","Davis","Laredo","United States","2","Animation","2"
"Karl","Seal","Cape Coral","United States","2","Games","2"
"Marilyn","Ross","Ife","Nigeria","2","Foreign","2"
"Ralph","Madrigal","Arecibo","Puerto Rico","2","Drama","2"
"Minnie","Romero","Ciomas","Indonesia","2","Family","2"
"Mitchell","Westmoreland","Nha Trang","Vietnam","2","New","2"
"Julia","Flores","La Plata","Argentina","2","Travel","2"
"Clinton","Buford","Aurora","United States","2","Music","2"
"Victor","Barkley","Manchester","United States","2","Animation","2"
"Alexander","Fennell","Bergamo","Italy","2","Sci-Fi","2"
"Ramona","Hale","Patiala","India","2","Sci-Fi","2"
"Alan","Kahn","Emeishan","China","2","New","2"
"Judith","Cox","Daxian","China","2","New","2"
"Carol","Garcia","Kaduna","Nigeria","2","Music","2"
"Maureen","Little","Asuncin","Paraguay","2","Classics","2"
"Daisy","Bates","Kolpino","Russian Federation","2","Travel","2"
"Gary","Coy","Yuzhou","China","2","Children","2"
"Marjorie","Tucker","Jastrzebie-Zdrj","Poland","2","Games","2"
"Joel","Francisco","Sucre","Bolivia","2","Classics","2"
"Amy","Lopez","Jhansi","India","2","Sci-Fi","2"
"Ellen","Simpson","Po","Brazil","2","Drama","2"
"Geraldine","Perkins","Tel Aviv-Jaffa","Israel","2","Sports","2"
"Hugh","Waldrop","Haining","China","2","Sci-Fi","2"
"Ted","Breaux","Baicheng","China","2","Action","2"
"Marcia","Dean","Tanza","Philippines","2","Classics","2"
"Leslie","Gordon","Kilis","Turkey","2","Horror","2"
"Jamie","Rice","Sterling Heights","United States","2","Drama","2"
"Enrique","Forsythe","Patras","Greece","2","Drama","2"
"Alex","Gresham","Uruapan","Mexico","2","Games","2"
"Gary","Coy","Yuzhou","China","2","Horror","2"
"Warren","Sherrod","Usolje-Sibirskoje","Russian Federation","2","Music","2"
"Ryan","Salisbury","Daugavpils","Latvia","2","Music","2"
"Bessie","Morrison","Syrakusa","Italy","2","Games","2"
"Loretta","Carpenter","Oshawa","Canada","2","Classics","2"
"Marvin","Yee","Berhampore (Baharampur)","India","2","Horror","2"
"Priscilla","Lowe","Salamanca","Mexico","2","Children","2"
"Nicholas","Barfield","Belm","Brazil","2","Family","2"
"Arnold","Havens","Santa Rosa","Philippines","2","Children","2"
"Victoria","Gibson","Pemalang","Indonesia","2","Animation","2"
"Melvin","Ellington","Laohekou","China","2","Classics","2"
"Mattie","Hoffman","London","United Kingdom","2","Sports","2"
"Fernando","Churchill","Tonghae","South Korea","2","Family","2"
"Rita","Graham","Toulon","France","2","Sports","2"
"Vickie","Brewer","Halle/Saale","Germany","2","Travel","2"
"Joe","Gilliland","Imus","Philippines","2","Drama","2"
"Mildred","Bailey","Jaipur","India","2","Horror","2"
"Carl","Artis","San Lorenzo","Paraguay","2","New","2"
"Amanda","Carter","Nador","Morocco","2","Animation","2"
"Jack","Foust","Zeleznogorsk","Russian Federation","2","Classics","2"
"Willie","Howell","Vicente Lpez","Argentina","2","Travel","2"
"Jacob","Lance","El Monte","United States","2","Games","2"
"Deborah","Walker","Shikarpur","Pakistan","2","Documentary","2"
"Roberto","Vu","Yinchuan","China","2","Action","2"
"Sonia","Gregory","Benin City","Nigeria","2","Sci-Fi","2"
"Laurie","Lawrence","Firozabad","India","2","Travel","2"
"Heather","Morris","Nagareyama","Japan","2","Travel","2"
"Olga","Jimenez","Ogbomosho","Nigeria","2","Sci-Fi","2"
"Jaime","Nettles","Hunuco","Peru","2","Music","2"
"Salvador","Teel","Banjul","Gambia","2","Documentary","2"
"Eugene","Culpepper","Shenzhen","China","2","Children","2"
"Lois","Butler","Bandar Seri Begawan","Brunei","2","Sci-Fi","2"
"Elmer","Noe","Battambang","Cambodia","2","Horror","2"
"Eddie","Tomlin","Ozamis","Philippines","2","Foreign","2"
"Jeffery","Pinson","Dadu","Pakistan","2","Sports","2"
"Nathaniel","Adam","Joliet","United States","2","Sci-Fi","2"
"Bruce","Schwarz","Okinawa","Japan","2","Sports","2"
"Connie","Wallace","Ivanovo","Russian Federation","2","Classics","2"
"Gilbert","Sledge","York","United Kingdom","2","Foreign","2"
"Ted","Breaux","Baicheng","China","2","Family","2"
"Gabriel","Harder","Sivas","Turkey","2","Games","2"
"Dawn","Sullivan","Funafuti","Tuvalu","2","Comedy","2"
"Ricky","Shelby","Junan","China","2","Comedy","2"
"Victoria","Gibson","Pemalang","Indonesia","2","Horror","2"
"Arnold","Havens","Santa Rosa","Philippines","2","Foreign","2"
"Felix","Gaffney","Vilnius","Lithuania","2","Sports","2"
"Henry","Billingsley","Nukualofa","Tonga","2","Foreign","2"
"Leslie","Seward","Pontianak","Indonesia","2","Sports","2"
"Frederick","Isbell","Tsuyama","Japan","2","Travel","2"
"Joy","George","Botosani","Romania","2","Foreign","2"
"John","Farnsworth","Parbhani","India","2","Children","2"
"Kay","Caldwell","Yantai","China","2","Animation","2"
"Jeanne","Lawson","Ashgabat","Turkmenistan","2","Classics","2"
"Connie","Wallace","Ivanovo","Russian Federation","2","Children","2"
"Norma","Gonzales","Bislig","Philippines","2","Sports","2"
"Jack","Foust","Zeleznogorsk","Russian Federation","2","Foreign","2"
"Dana","Hart","Kirovo-Tepetsk","Russian Federation","2","Travel","2"
"Jennifer","Davis","Laredo","United States","2","Sports","2"
"Mike","Way","Valparai","India","2","Children","2"
"Everett","Banda","Bilbays","Egypt","2","Sports","2"
"James","Gannon","Hiroshima","Japan","2","Documentary","2"
"Bernice","Willis","Batman","Turkey","2","Documentary","2"
"Corey","Hauser","Gaziantep","Turkey","2","Documentary","2"
"Terrence","Gunderson","Jinzhou","China","2","Drama","2"
"Frances","Parker","Juazeiro do Norte","Brazil","2","Drama","2"
"Maurice","Crawley","Coatzacoalcos","Mexico","2","Games","2"
"Marilyn","Ross","Ife","Nigeria","2","Comedy","2"
"Jordan","Archuleta","Avellaneda","Argentina","2","Travel","2"
"Ralph","Madrigal","Arecibo","Puerto Rico","2","Sports","2"
"Leo","Ebert","Dongying","China","2","Music","2"
"Laura","Rodriguez","Sal","Morocco","2","Games","2"
"Cody","Nolen","So Bernardo do Campo","Brazil","2","Games","2"
"Rebecca","Scott","Kurashiki","Japan","2","Sports","2"
"Brandon","Huey","Balikesir","Turkey","2","Foreign","2"
"Renee","Lane","Compton","United States","2","Drama","2"
"Jeffrey","Spear","Ciparay","Indonesia","2","Horror","2"
"Douglas","Graf","Mexicali","Mexico","2","Travel","2"
"Douglas","Graf","Mexicali","Mexico","2","Comedy","2"
"Juan","Fraley","Teboksary","Russian Federation","2","Sports","2"
"Glenda","Frazier","Qinhuangdao","China","2","Children","2"
"Arlene","Harvey","Ambattur","India","2","Comedy","2"
"Mario","Cheatham","Batna","Algeria","2","Action","2"
"Cheryl","Murphy","Mysore","India","2","Music","2"
"Lance","Pemberton","Beni-Mellal","Morocco","2","Music","2"
"Nora","Herrera","Salzburg","Austria","2","Children","2"
"Roland","South","Yingkou","China","2","Sports","2"
"Brad","Mccurdy","Chungho","Taiwan","2","Travel","2"
"Laurie","Lawrence","Firozabad","India","2","Music","2"
"Byron","Box","Zhezqazghan","Kazakstan","2","Children","2"
"Vera","Mccoy","Kabul","Afghanistan","2","Drama","2"
"Becky","Miles","Tambaram","India","2","Games","2"
"Dana","Hart","Kirovo-Tepetsk","Russian Federation","2","Action","2"
"Joan","Cooper","Saint Louis","United States","2","Music","2"
"Marcia","Dean","Tanza","Philippines","2","Action","2"
"Marian","Mendoza","Maring","Brazil","2","Family","2"
"Valerie","Black","Brockton","United States","2","Drama","2"
"Sidney","Burleson","Czestochowa","Poland","2","Children","2"
"Susan","Wilson","Hamilton","New Zealand","2","Sci-Fi","2"
"Oscar","Aquino","Sirjan","Iran","2","Family","2"
"Harry","Arce","Najafabad","Iran","2","Travel","2"
"Deanna","Byrd","Tuguegarao","Philippines","2","Music","2"
"Kirk","Stclair","Tsaotun","Taiwan","2","Classics","2"
"Gladys","Hamilton","Ilorin","Nigeria","2","Children","2"
"Audrey","Ray","Graz","Austria","2","Games","2"
"Julian","Vest","Akishima","Japan","2","Action","2"
"Andrew","Purdy","Baku","Azerbaijan","2","Foreign","2"
"Tracy","Cole","Huixquilucan","Mexico","2","Foreign","2"
"Ray","Houle","Dzerzinsk","Russian Federation","2","Horror","2"
"Bob","Pfeiffer","Xintai","China","2","Documentary","2"
"Isaac","Oglesby","Cuernavaca","Mexico","2","Children","2"
"Julian","Vest","Akishima","Japan","2","Animation","2"
"Pamela","Baker","Nanyang","China","2","Sci-Fi","2"
"Robert","Baughman","Kaliningrad","Russian Federation","2","Comedy","2"
"Loretta","Carpenter","Oshawa","Canada","2","Animation","2"
"Claudia","Fuller","Jalib al-Shuyukh","Kuwait","2","Sports","2"
"Dennis","Gilman","Paarl","South Africa","2","Games","2"
"Amy","Lopez","Jhansi","India","2","Drama","2"
"Herbert","Kruger","Syktyvkar","Russian Federation","2","Horror","2"
"Timothy","Bunn","Braslia","Brazil","2","Music","2"
"Sue","Peters","Changzhou","China","2","New","2"
"Leslie","Seward","Pontianak","Indonesia","2","New","2"
"David","Royal","Callao","Peru","2","Action","2"
"Jennie","Terry","Olomouc","Czech Republic","2","Family","2"
"Anna","Hill","Alessandria","Italy","2","Drama","2"
"Zachary","Hite","Akron","United States","2","Documentary","2"
"Clarence","Gamez","Izumisano","Japan","2","Travel","2"
"Andre","Rapp","Coquimbo","Chile","2","Sports","2"
"Joann","Gardner","Tarsus","Turkey","2","Foreign","2"
"Wayne","Truong","Gulbarga","India","2","Games","2"
"Claudia","Fuller","Jalib al-Shuyukh","Kuwait","2","Family","2"
"Angel","Barclay","Ueda","Japan","2","Drama","2"
"Kimberly","Lee","Crdoba","Argentina","2","Horror","2"
"Kelly","Torres","Xiangtan","China","2","Comedy","2"
"Ray","Houle","Dzerzinsk","Russian Federation","2","Family","2"
"Dora","Medina","Tianjin","China","2","Classics","2"
"Rafael","Abney","Talavera","Philippines","2","Games","2"
"Mark","Rinehart","Tabuk","Saudi Arabia","2","Travel","2"
"Kim","Cruz","Grand Prairie","United States","2","New","2"
"Brandon","Huey","Balikesir","Turkey","2","Horror","2"
"Velma","Lucas","Effon-Alaiye","Nigeria","2","Classics","2"
"Austin","Cintron","Tieli","China","2","Foreign","2"
"James","Gannon","Hiroshima","Japan","2","Music","2"
"Jeanne","Lawson","Ashgabat","Turkmenistan","2","Drama","2"
"Marion","Snyder","Santa Brbara dOeste","Brazil","2","Music","2"
"Geraldine","Perkins","Tel Aviv-Jaffa","Israel","2","Sci-Fi","2"
"Willie","Markham","Almirante Brown","Argentina","2","Family","2"
"Mario","Cheatham","Batna","Algeria","2","Children","2"
"Melinda","Fernandez","Mandi Bahauddin","Pakistan","2","Sports","2"
"Dave","Gardiner","Leshan","China","2","Comedy","2"
"Evelyn","Morgan","Vaduz","Liechtenstein","2","Sports","2"
"Philip","Causey","Korolev","Russian Federation","2","Classics","2"
"Sharon","Robinson","Mardan","Pakistan","2","Documentary","2"
"Emily","Diaz","Kimchon","South Korea","2","Family","2"
"Renee","Lane","Compton","United States","2","Foreign","2"
"Casey","Mena","Tokat","Turkey","2","Documentary","2"
